"x","y","mmi","mmi_class"
-866586.347234179,1137539.14270549,31.07,"Poor"
-866659.62703475,1495538.03255856,53.62,"Good"
-765099.574325535,1403258.8813853,26.57,"Fair"
-1118759.15466581,1208337.37512608,31.4,"Poor"
-1077801.59068114,1587374.20020342,51.67,"Fair"
-761392.108641331,1248848.46483702,20.62,"Poor"
-960615.475505477,1399524.641195,59.15,"Good"
-802858.759165109,1391695.31154312,62,"Good"
-1002285.76766655,1064051.36897319,54.37,"Fair"
-780207.242937179,1184317.2763512,26.63,"Poor"
-1170339.0551584,1266621.66068808,30.92,"Poor"
-982828.186722549,1320892.92351128,47.43,"Fair"
-1127808.20634171,1198444.17321672,49.98,"Fair"
-1058067.35054766,1583872.45634382,37.68,"Poor"
-749833.090276143,1297107.87964699,22.45,"Fair"
-775859.746005703,1083592.9722669,49.08,"Fair"
-1164218.47528921,1179078.79232932,28.93,"Poor"
-947259.368826817,1532265.08553609,31.53,"Poor"
-1036371.4052359,1181143.34696902,6.77,"Poor"
-808515.957351281,1538982.41007986,55.13,"Good"
-903603.951892354,1575831.06220715,35.35,"Poor"
-783694.072618542,1564691.93371463,39.45,"Fair"
-805927.854081974,1451369.43355412,31.65,"Fair"
-1068589.71073951,1594703.96850115,0,"Poor"
-843406.230849467,1398059.11309143,51.93,"Good"
-1746778.67315653,2115316.78437395,29,"Poor"
-1595409.46181349,2150061.82099959,51.37,"Fair"
-1786825.02281799,1998131.61046928,30.53,"Poor"
-1649598.88556449,2220275.87244691,50.47,"Fair"
-1577525.48397489,2239195.58653249,64.03,"Good"
-1572997.90857884,1851266.48650671,34.42,"Poor"
-1613882.66953418,2257217.71309615,38.28,"Poor"
-1684005.59155694,2204381.34800011,35.77,"Poor"
-1911239.74020742,2339068.36035091,15.42,"Poor"
-1626123.40548532,2137911.42098312,49.67,"Fair"
-1663012.11054021,2177137.9170161,23.42,"Poor"
-1706424.02408262,2150645.10068043,63.02,"Good"
-1671656.13641608,1499259.15818599,16.32,"Poor"
-1784008.1420172,2290961.19921556,32.13,"Poor"
-1765944.22072583,2243761.85615171,41.83,"Poor"
-1882382.94208913,2272773.48149566,69.45,"Good"
-1576152.22288232,1953173.90940307,70.83,"Good"
-1645057.52891825,2150289.77539283,12.95,"Poor"
-1631218.36958331,1670170.12744395,56.43,"Fair"
-1678731.00685485,1933390.76861557,20.7,"Poor"
-1814383.08638284,2198998.36490338,40.72,"Poor"
-1726375.65716799,2153166.73402042,7.07,"Poor"
-1606122.82820299,2263644.98212488,61.18,"Good"
-1775479.56669721,2314699.21936209,9.8,"Poor"
-1750002.3316966,2283035.55394371,44.15,"Fair"
-2014977.61181854,2037300.23179904,50.53,"Fair"
-1621231.17984178,2203134.59041154,30.33,"Poor"
-1757720.07506046,1949461.68461362,30,"Poor"
-1860391.54551227,2152373.95220424,38.83,"Poor"
-1728612.49961641,2149493.44548307,52.43,"Fair"
-1623230.34686533,2276451.85742026,65.75,"Good"
-1849622.30314804,2249248.85364129,36.37,"Poor"
-2001126.6360582,2047489.60866232,35.68,"Poor"
-1612740.61885952,2179769.06003401,36.55,"Poor"
-1746905.95722899,2169490.20774484,59.57,"Good"
-1765571.79663694,2198686.62227425,43.33,"Fair"
-1680673.79100668,2109811.46392061,35.47,"Poor"
-1821130.82717558,1955752.84123581,67.77,"Good"
-1835406.37656117,2179468.2132397,28.72,"Poor"
-1529867.54960073,2249130.50227345,68.12,"Good"
1665033.72068161,2586326.57025211,21.63,"Poor"
1627554.29587509,2391968.79382891,6.82,"Poor"
1763850.35284678,2626579.30182336,60.13,"Good"
1819465.77353968,2395189.63164349,63.72,"Good"
1483301.03364366,2343076.19379918,16.58,"Poor"
1549277.16223428,2301911.02468529,41.42,"Fair"
1693772.85031598,2562065.60588958,39.68,"Poor"
1745966.64366688,2365867.68303561,79.62,"Good"
1817395.31493674,2274804.30134207,44.65,"Fair"
1652725.69293423,2336004.49777193,52.63,"Fair"
1562145.6519121,2375496.70290407,1.85,"Poor"
1545070.45409088,2281772.14641545,51.37,"Fair"
1773326.05836756,2409827.44033019,35.33,"Poor"
1555644.10259413,2382163.73888842,15.62,"Poor"
1640928.14906394,2303529.24340127,52.88,"Fair"
1710546.71466975,2628356.13897999,74.85,"Good"
1782094.49875946,2460140.63345894,17.88,"Poor"
1598599.36219547,2534042.92843893,18.1,"Poor"
1798503.54749212,2375086.90455811,7.72,"Poor"
1436053.28889684,2253112.47131855,18.23,"Poor"
1432673.77306769,2250803.13226555,13.02,"Poor"
1583245.65499813,2402807.94307206,17.82,"Poor"
1600484.69607056,2279798.29818398,69.38,"Good"
1754372.5671021,2417664.9290574,0.55,"Poor"
1649373.33427722,2326669.77650428,27.4,"Poor"
1794044.93632526,2463790.95641778,31.72,"Poor"
1711227.67312254,2475989.40351524,74.1,"Good"
1466357.12193314,2347549.87858497,18.73,"Poor"
1797748.28896328,2326823.43617754,21.75,"Poor"
1481148.66037016,2329777.47515443,4.85,"Poor"
1636841.46885863,2606246.94272271,41.02,"Fair"
1410094.15075829,2315987.69886285,24.4,"Poor"
1665286.59846036,2418680.14773959,23.57,"Poor"
1571336.27102441,2419345.30593548,11.22,"Poor"
1661310.9071057,2303659.62551552,30.15,"Poor"
1618151.64462243,2579002.88771454,38.55,"Poor"
1730478.94725052,2407527.81098043,27.25,"Poor"
1774487.31698943,2268579.73198321,54.5,"Good"
1367247.79231854,2244513.99479779,3.8,"Poor"
1653396.22198406,2391667.47109222,16.42,"Poor"
1541665.28066077,2380271.75844099,0,"Poor"
1404734.13520557,2264860.02099052,50.08,"Fair"
1578110.71123201,2356486.07967408,38.4,"Poor"
1655839.06737661,2344833.77532002,47.53,"Fair"
1661277.67722604,2575315.82342262,66.45,"Good"
1725262.4812557,2608139.32487614,62.78,"Good"
1198451.03377595,2060057.46723894,0,"Poor"
1254355.51503621,1943625.12405802,21.78,"Poor"
1217657.4528398,2071014.70695884,8.92,"Poor"
1119136.25773749,1936661.92498763,56.37,"Good"
1134711.53220087,1974685.58641636,35.3,"Poor"
1110605.08037642,2110172.38899481,26.37,"Poor"
1219116.86289417,2151801.28118181,9.48,"Poor"
1275361.36845075,1988017.0164639,34.43,"Fair"
1268247.74214156,2067783.91129042,8.73,"Poor"
1110235.30882063,1885899.95624956,27.07,"Poor"
1197922.04738105,1947880.05204223,9.15,"Poor"
1246953.24142914,2187609.30462742,16.85,"Poor"
1186557.13395203,2005142.17066843,42.25,"Fair"
1221074.0712708,2046111.33762996,32.9,"Fair"
995898.690378714,1851335.99534039,68.97,"Good"
937116.444087663,2076167.86014468,2.08,"Poor"
1233002.62875249,1921515.40556879,14.33,"Poor"
1176387.83992909,2104742.0686623,40.13,"Poor"
1113091.04673954,1831631.16615782,24.23,"Poor"
1063360.36907087,2073806.37912051,77.23,"Good"
1239770.53702834,2025429.9266654,8.67,"Poor"
1239159.95530385,2186651.0079433,10.98,"Poor"
1258358.74713109,2123117.5067772,15.13,"Poor"
1075210.83930032,1961028.89667732,79.73,"Good"
1148808.98335061,1967130.02724696,36.6,"Poor"
1158348.14745521,2056529.63580536,3.7,"Poor"
997503.546399382,1914381.28978846,40.45,"Good"
1086662.30114656,2018966.82510359,71.38,"Good"
1132021.84177122,2011706.12632344,43.48,"Fair"
998810.441043309,1946627.844694,78.32,"Good"
944241.538221131,2062434.06738682,2.08,"Poor"
1192108.30767568,1906561.22632498,28.65,"Poor"
1171033.57558864,2137227.12446855,13.12,"Poor"
1054146.86058495,2050476.81184418,35.9,"Fair"
1116893.89511932,1955988.04096932,34.25,"Fair"
1207197.71489213,2145897.04194173,35.37,"Poor"
-43293.9008490787,1416899.13076578,36.8,"Good"
-349494.602468771,1377763.5407902,24.3,"Fair"
-282836.030316176,1243268.61371295,24.62,"Fair"
-65885.8021677709,1242983.83578587,44.27,"Good"
-28388.9922609404,1387007.56237366,39.63,"Good"
-260289.831037082,1330736.84643093,5.88,"Poor"
-350866.628291466,1450288.72117439,13.75,"Poor"
-208788.599174144,1334578.17332896,40.33,"Good"
74849.6529242422,1404371.20845453,31.27,"Fair"
-146228.914851848,1310171.67123849,31.72,"Fair"
-118912.948851843,1440293.12457785,33.83,"Fair"
-314285.219078417,1436244.07301684,19.6,"Poor"
-125423.04036651,1546988.66274219,34.75,"Fair"
-92399.4051701804,1200225.6693068,26.22,"Fair"
-209147.763172643,1311364.80620732,19.52,"Poor"
18671.3548238448,1371512.37390246,26.25,"Fair"
-101673.251287231,1411273.93669899,51.1,"Good"
-281333.458982309,1390748.95326446,21.45,"Fair"
-190050.370952371,1447029.1338159,8.85,"Poor"
-166674.64284156,1431963.86823166,1.12,"Poor"
-275108.92048491,1285492.01072663,44.42,"Good"
85094.1087844362,1545736.71261804,13.45,"Poor"
-502197.406846763,1531806.00571167,13.92,"Poor"
-64631.607020262,1240039.87071781,13.17,"Poor"
41367.2844699371,1205264.5558794,39.43,"Poor"
-33804.3462422351,1407193.86604305,38.63,"Good"
-241961.004599642,1421411.35573181,59.42,"Good"
5809.15485801286,1390452.92052325,29.13,"Fair"
-141073.054928596,1354516.64580337,3.55,"Poor"
-272680.489277851,1433121.6262015,39.07,"Good"
-70151.7701955511,1315949.38456797,23.73,"Fair"
-281850.498867972,1322748.55950313,11.3,"Poor"
-181414.969614954,1206981.32665124,28.4,"Fair"
-117725.816111307,1323575.24151369,8.88,"Poor"
80888.8414118149,1205797.95384862,38.27,"Poor"
-89838.6960821668,1366277.07642909,15.5,"Poor"
-290745.886701649,1348301.21609225,29.25,"Fair"
-368665.459071854,1554935.77080196,2.15,"Poor"
-128972.713788995,1421603.78766787,55.12,"Good"
-279719.261790452,1242288.72345932,12.62,"Poor"
-131564.41228505,1515753.55221213,36.75,"Good"
131986.070880841,1353243.9275768,20.95,"Poor"
-105629.969742744,1296542.70267714,29.68,"Fair"
-334492.200445544,1394390.18609704,35.3,"Fair"
-32898.1259749724,1434932.70402918,57.52,"Good"
38455.1089343888,1451037.42203945,19.03,"Poor"
-108939.108596914,1246413.71105289,61.95,"Good"
117073.096011837,1275159.94458781,47.58,"Good"
-63852.786249418,1253879.07227302,76.22,"Good"
77884.7050901651,1549808.83212147,56.97,"Good"
-18828.7101557648,1411397.84355358,26.02,"Fair"
-2224098.57633437,2626405.19362929,25.37,"Poor"
-1817559.86169192,2712021.09571842,19.6,"Poor"
-2025902.28502305,2487175.42808795,41.62,"Fair"
-1852551.33003568,2635366.4452582,38.3,"Fair"
-1675279.96183079,2624057.15307855,45.78,"Fair"
-2171303.99143228,2636788.54488581,41.38,"Fair"
-1626377.66778973,2637646.37184888,45.12,"Fair"
-2124113.07756408,2788378.09972006,45.77,"Fair"
-2111271.92237393,2528816.3839404,61.02,"Good"
-2179993.89489302,2652906.1006389,40.52,"Fair"
-2021251.71146432,2769546.18297466,53.67,"Good"
-2066073.20738762,2640215.38859427,41.33,"Fair"
-2190871.00901131,2472321.24236379,17.33,"Poor"
-2099282.20128635,2687152.76793698,40.03,"Fair"
-2180875.80023515,2697596.82891804,28.22,"Poor"
-1901746.61735606,2710935.61978676,62.42,"Good"
-2166754.40854271,2569735.98412533,41.07,"Fair"
-2003957.14365687,2743491.14881578,76.78,"Good"
-1587091.13420884,2681465.84976554,9.88,"Poor"
-1956937.96196193,2619340.69888572,58.97,"Good"
-2134907.30459889,2648171.52804107,44.52,"Fair"
-2079459.71349363,2796589.13182534,9.18,"Poor"
-2056550.50636226,2439823.63363111,23.12,"Poor"
-1752164.08312775,2512938.05375389,20.97,"Poor"
-2177262.0216355,2746942.19465734,26.57,"Poor"
-1882083.93982419,2747468.56222246,52.68,"Fair"
-1603652.07360616,2704894.07293188,71.47,"Good"
-2122821.36623503,2592311.14238401,66.25,"Good"
-2068401.32675539,2708618.95016652,28.88,"Poor"
-1756027.49886822,2643396.89015605,78.57,"Good"
-2075503.28477792,2461004.83498001,13.17,"Poor"
-1742618.45951307,2428369.52969172,28.28,"Poor"
-2143687.24916493,2538633.13939412,85.22,"Good"
-2135602.47289301,2677543.23924454,38.2,"Fair"
-1731686.6229396,2631849.60217569,54.72,"Good"
-2282053.8945616,2506157.88091956,14.03,"Poor"
-2069543.97928961,2822155.36657944,72.58,"Good"
-1838929.36564229,2576550.96164497,30.97,"Poor"
-1651986.05922607,2736458.82443406,72.57,"Good"
-2091832.20089907,2645067.49335672,67.67,"Good"
-2180707.73232668,2604947.13396496,13.22,"Poor"
-2090544.72884046,2718076.69659856,61.13,"Good"
-1807942.21963439,2654217.08380265,60.88,"Good"
-1608100.91346525,2653235.5287802,2.43,"Poor"
-1832440.69864002,2464771.33042594,43.9,"Fair"
-2208457.33377243,2565497.04216114,67.97,"Good"
-1765752.19542793,2679141.40382413,48.08,"Fair"
-2058249.16354705,2798314.79190709,7.85,"Poor"
-2037108.73207562,2576473.63567432,6.42,"Poor"
1675613.55659208,2276882.08327378,61.78,"Good"
1469697.20560773,2197637.37733064,77.07,"Good"
1371976.69045741,1998432.72452968,20.9,"Poor"
1652828.28958668,2158178.55710158,57,"Good"
1709816.36309217,2114037.35763934,62.62,"Good"
1312218.58273535,2161637.78178797,45.55,"Fair"
1315318.94806655,2081167.91104551,13.05,"Poor"
1547435.42867128,2237757.1621893,56.77,"Good"
1413467.961314,2162173.59831186,21.07,"Poor"
1687130.86836973,2263136.00116516,6.7,"Poor"
1742403.89498036,2086424.65784181,24.58,"Poor"
1423213.94757009,2175542.42672866,9.85,"Poor"
1543954.08927402,2256049.48830822,30.8,"Poor"
1671960.92373353,2045256.8702997,24.28,"Poor"
1590470.03569238,2102036.10227674,39.62,"Fair"
1299294.15815508,2098333.81088726,18.15,"Poor"
1592684.49822168,2271422.25088066,53.13,"Fair"
1473169.91699575,2129021.71290496,9.75,"Poor"
1540671.65115741,2183049.70350349,65.28,"Good"
1314925.72378976,2111516.86405713,46.98,"Fair"
1520517.47869772,2215449.00314057,63.87,"Good"
1471936.77694115,2192454.76101627,75.7,"Good"
1589118.08048891,2019739.3531724,23.28,"Poor"
1673741.49278053,2228389.27494792,29.68,"Poor"
1717061.06688424,2088844.55932297,33.52,"Fair"
1429502.49065816,2203680.72173383,56.05,"Good"
1387531.67513411,2066911.80447736,21.83,"Poor"
1593691.58202853,2147721.10622576,23.95,"Poor"
1282462.24442191,2130988.38062664,25.8,"Poor"
1610322.54813829,2259313.61040002,54.32,"Fair"
1494802.14614761,2090062.44615111,46.97,"Good"
1532101.22434188,2190903.34705271,65.22,"Good"
1340057.94355252,2073689.25446856,10.82,"Poor"
1686233.45226014,2182344.22747972,54.32,"Fair"
1410470.79137404,2168533.58901801,9.5,"Poor"
1646446.38479275,2281030.18978219,35.38,"Poor"
1729272.12216303,2239526.83719619,46.8,"Fair"
1456932.8203748,2026247.16801587,32.27,"Fair"
2035535.16807966,2329458.56106599,55.95,"Good"
2006146.10223453,2358816.1396338,9.55,"Poor"
1983214.62468938,2296500.9996811,69.27,"Good"
2001094.06094688,2338423.55500058,27.62,"Poor"
1994201.68940777,2368412.1222633,15.65,"Poor"
1982617.05158222,2298251.26513523,34.57,"Poor"
1991832.59608215,2302780.8867087,63.43,"Good"
2003583.57352842,2339557.88189266,21.45,"Poor"
1996485.76842612,2366852.69200491,44.57,"Fair"
1983830.73242178,2299145.59197817,29.13,"Poor"
1974729.26869007,2346849.64293387,14.3,"Poor"
2004943.03768269,2344394.69076779,13.72,"Poor"
1990337.31101092,2311426.96267714,51.4,"Fair"
2000503.95510955,2351830.33767266,22.08,"Poor"
1155658.31281693,1375727.6340605,10.72,"Poor"
1572251.55892582,1344800.46684163,5.3,"Poor"
1512511.57104481,1336930.99939204,55.32,"Good"
1399091.36581394,1342320.15425878,58.45,"Good"
1289748.07815794,1375446.47943094,21.13,"Poor"
1457318.97773455,1317711.32559966,25.95,"Poor"
1484621.84245923,1345838.07188133,14.73,"Poor"
1359865.17070157,1429374.0856161,16.48,"Poor"
1533581.19292072,1325236.12671029,43.65,"Fair"
1175542.40249008,1381438.22618113,38.83,"Fair"
1405613.07665062,1317006.4221898,54.57,"Fair"
1227673.5590764,1374509.00307084,19.82,"Poor"
1551333.00464923,1304420.00836216,12.72,"Poor"
1270646.24982885,1264195.57185222,14.83,"Poor"
1350398.35111426,1261271.83165517,70.8,"Good"
1459553.76398799,1281369.25706611,11.43,"Poor"
1479787.28440978,1369067.01035606,65.25,"Good"
1354638.47766173,1336712.91731848,15.2,"Poor"
1296805.99894629,1330848.13882508,33.8,"Fair"
1457840.66554286,1311454.86208548,26.9,"Poor"
1475288.12719591,1394828.15901435,30.4,"Poor"
1371725.58624785,1417216.98556858,13.93,"Poor"
1545826.28255636,1290495.18263733,14.1,"Poor"
1565405.50070001,1345379.25372487,43.22,"Fair"
-161131.780074039,2492537.13758183,21.85,"Poor"
-494439.688507217,2316536.65504491,16.38,"Poor"
-231931.981164693,2272391.0894632,47.03,"Fair"
-496496.571855174,2509653.21536801,31.45,"Poor"
-466241.330225522,2295872.09189015,72.05,"Good"
-410556.319472237,2542843.89560919,19.57,"Poor"
-629413.561113532,2441590.12007528,49.82,"Fair"
-550055.72330411,2274497.01921178,10.42,"Poor"
-517884.137835542,2480794.75236706,38.2,"Poor"
-574876.74636496,2505433.58731465,46.55,"Fair"
-454836.094926158,2536118.91640825,73.75,"Good"
-572428.360347874,2408917.18394834,79.05,"Good"
-394826.04156878,2357172.69093222,46.48,"Fair"
-514875.303016076,2282688.33548621,7.15,"Poor"
-276517.426340671,2319461.23410722,16.73,"Poor"
-619537.760180214,2391516.41000958,15.1,"Poor"
-397168.834009203,2513044.29766551,22.8,"Poor"
-378080.421800732,2528351.51068753,44.75,"Fair"
-565636.250979966,2331456.84824292,43.43,"Fair"
-81448.1792174917,2222975.47419236,37.97,"Fair"
-465820.622749227,2541385.92245715,80.48,"Good"
-207666.521683271,2448762.74595765,18.03,"Poor"
-435108.866994138,2351693.06459337,27.07,"Poor"
-516398.970691231,2441602.79990751,10.78,"Poor"
-643328.662690493,2296944.06362512,34.5,"Poor"
-431442.856065958,2412562.11521054,50.63,"Fair"
-606825.206045483,2449946.86183228,21.08,"Poor"
-257494.93100328,2253950.68107864,25.03,"Poor"
-392274.83243429,2323246.68570577,14.17,"Poor"
-364430.618026018,2539650.87243746,38.85,"Poor"
-575801.892715538,2373671.23998519,49.82,"Fair"
-104024.204968064,2207114.00017388,38.22,"Fair"
-497230.80644942,2531433.6579768,46.38,"Fair"
-561884.318037618,2311187.82259228,62.65,"Good"
-55528.7123765215,2485116.18641599,53.87,"Good"
-356182.018624881,2312549.69193952,43.95,"Fair"
-540215.450488482,2397710.93842431,25.6,"Poor"
-468746.225339972,2308812.00569735,44.25,"Fair"
-625294.565789351,2529569.7893864,70.73,"Good"
-252166.692195769,2343625.70219636,24.5,"Poor"
-521462.340296896,2294906.88863084,40.68,"Poor"
-541676.701353928,2477374.25978793,25.43,"Poor"
-305530.1080843,2331093.4235795,53.28,"Fair"
-226820.369959539,2233878.70675549,32.43,"Poor"
-462671.533910312,2250775.90119254,83.12,"Good"
-433020.625409129,2520997.74255314,35.92,"Poor"
-543206.235195809,2570369.96627637,26.15,"Poor"
-347441.089840337,2380747.57900951,23.93,"Poor"
-622595.92008807,2276241.43928907,57.93,"Good"
-531747.726850521,2341187.08595677,41.2,"Poor"
-38810.5838634991,2323878.54278555,57.68,"Good"
-544599.498994899,2329854.71559903,40.47,"Poor"
-493770.530821736,2550620.71932544,50.73,"Fair"
-576497.691283456,2569339.79631383,23.83,"Poor"
-577912.521239754,2295450.75206743,81.37,"Good"
-457213.994726352,2349865.41190003,40.77,"Poor"
-78857.5893524538,2340923.46045912,22.07,"Poor"
-637437.62478719,2291005.30492272,35.78,"Poor"
-619867.757083888,2364471.28897457,24.42,"Poor"
-569883.873071215,2397607.06777736,23.55,"Poor"
-281722.650908344,2303733.92682563,48.7,"Fair"
1041359.65201618,1545234.50345979,47.92,"Good"
1082134.65233479,1569258.00165789,14.68,"Poor"
1201661.74474645,1576109.6452075,10.1,"Poor"
739674.361498654,1506958.49068651,57.92,"Good"
1241424.74605204,1589243.09443874,41.75,"Fair"
1053017.05488349,1436257.24865838,59.32,"Good"
614468.734871064,1482048.41393224,25.4,"Poor"
928222.449669036,1557961.02813097,11.87,"Poor"
1109747.13927538,1506093.34230481,11.87,"Poor"
959710.289465548,1392215.21261794,8.37,"Poor"
782796.010917073,1438065.78638454,38.25,"Fair"
994361.925723155,1460918.28994037,23.45,"Poor"
1139831.94390008,1529733.3536494,43.67,"Fair"
638179.874594417,1374132.4865823,24.6,"Poor"
565899.384518555,1485244.37327042,37.67,"Poor"
829745.061109562,1501851.90536289,0.92,"Poor"
1117397.3074957,1493284.95160316,6.88,"Poor"
816186.082221954,1373362.53738475,46.25,"Good"
728779.529682031,1459013.7906292,50.17,"Good"
1088005.13560168,1503343.54676599,48.02,"Good"
661413.606436119,1408402.91347868,42.8,"Fair"
760878.880488686,1446085.59194301,50.88,"Good"
811881.425805563,1426936.61050878,11.38,"Poor"
1156863.29650708,1543095.55776404,45.12,"Good"
627564.605396649,1389111.14960337,33.68,"Poor"
589349.700981118,1479969.66152392,44.67,"Fair"
1095817.00026932,1565525.33909069,46.87,"Good"
562721.022354781,1356912.80330805,60.9,"Good"
1045062.23418259,1475514.83893185,4.97,"Poor"
870472.826910022,1387174.5664601,34.93,"Fair"
613069.733644132,1362251.36694134,27.62,"Poor"
563643.921146888,1465657.01682965,31.35,"Poor"
1059278.20350198,1550605.33559119,35.27,"Fair"
640105.357636642,1510636.78864433,43.32,"Fair"
582176.816664225,1511812.12940601,57.93,"Good"
534635.393280513,1368059.6742771,16.67,"Poor"
543542.803150928,1419832.87349759,21.97,"Poor"
558386.537169071,1432860.02664165,45.7,"Fair"
535797.528374918,1360040.42642823,28.8,"Poor"
521223.389390996,1345031.51702636,28.75,"Poor"
76264.0904075118,845817.760384915,39.72,"Poor"
-85355.1709630167,1106552.88647482,27.68,"Fair"
-278071.587688851,805491.180530033,65.37,"Good"
-184660.346253999,1024949.58493796,46.47,"Good"
-154291.913473925,589673.301449876,38.23,"Poor"
132937.635181448,987929.659069185,16.8,"Poor"
157811.392711447,758282.750310224,36.12,"Poor"
-198041.658174167,837887.74134707,47.02,"Good"
142105.597332879,1112071.16124916,8.75,"Poor"
-476702.075862734,1426057.24718088,14.98,"Poor"
16105.1045175525,875967.093467082,27.12,"Poor"
-201047.937461218,948439.824400984,67.87,"Good"
-319145.314325284,1121212.1636169,67.25,"Good"
-133980.174363442,941717.689393476,49.72,"Good"
163280.353744872,839484.869458563,52.12,"Fair"
-181386.656719671,334390.606326373,20.58,"Poor"
-553641.641151782,760726.888893867,52.53,"Fair"
49036.4242253929,759571.089586646,29.43,"Poor"
-116285.069907556,1110272.4634391,40.2,"Good"
-145724.848404424,312256.134351346,33.28,"Poor"
-154574.896652074,867736.165380232,35.65,"Good"
-119014.158362615,1188791.35119153,34.63,"Fair"
-430979.11011267,1446589.49570754,2.85,"Poor"
-134725.671489434,676920.616133024,28.88,"Fair"
95903.2486059302,834254.834306594,22.33,"Poor"
-256619.794851052,357004.097170974,41.12,"Good"
-202427.137240567,583527.343150047,31.42,"Fair"
-238450.614550953,688067.165516505,73.68,"Good"
-732858.495168199,996211.220342707,10.35,"Poor"
-55593.1656324601,940127.884027939,18.62,"Poor"
-453629.068016913,664141.853074466,54.4,"Good"
-421068.622711575,1288165.69112111,25,"Fair"
53331.4038489474,984646.916042415,65.15,"Good"
-390410.277642865,973828.840291491,27.47,"Fair"
231438.201947097,870266.484710829,45.83,"Fair"
-373350.270260464,635678.467427086,27.7,"Fair"
-103243.057341892,942302.995420701,46.23,"Good"
179573.932356893,1137972.88734038,38.18,"Poor"
-917156.745576045,940614.027356921,33.28,"Poor"
-13247.7557208666,821696.156674862,45.05,"Fair"
-325891.901030903,1100920.89887673,41,"Good"
-540010.660263221,1394354.79980706,5.65,"Poor"
-387431.346081949,715846.030039505,47.73,"Good"
-315553.316885675,900640.335521695,31.38,"Fair"
-503708.40161896,1033890.15324014,10.17,"Poor"
-240415.303911607,829514.995276388,28.77,"Fair"
-184277.164916511,843926.012856545,58.98,"Good"
-28053.5776199732,645113.2865755,24.52,"Poor"
-371390.975550661,994069.000431757,19.22,"Poor"
-51638.2364443346,1078811.66880089,34.2,"Fair"
-108555.360930976,1157886.961636,38.62,"Good"
83994.7273050262,938281.768739607,8.52,"Poor"
-126378.761901995,1048037.48182811,11.33,"Poor"
-1514956.4263169,1751758.2899042,37.15,"Poor"
-1502152.88928818,2010801.46471464,60.67,"Good"
-1309299.66135649,1787878.75925312,56.17,"Fair"
-1394702.3947381,1819234.13669718,5.57,"Poor"
-1200685.56936568,2078514.84958154,66.38,"Good"
-1546278.94390672,1731016.70463139,40,"Poor"
-1279005.3672172,1916886.75876022,65.57,"Good"
-1452720.6411759,2224050.29726991,59.92,"Good"
-1391446.07209736,1775511.95277082,12.43,"Poor"
-1267304.89257489,2062594.97875161,45.77,"Fair"
-1157267.14097774,1656378.88862679,70.12,"Good"
-1274832.39383723,1890321.02656985,35.77,"Poor"
-1247602.39491161,2164923.31072717,17.1,"Poor"
-1283899.78221141,2101682.02089284,11.85,"Poor"
-1398444.27872699,1752759.24306439,7.7,"Poor"
-1119204.89249167,1862240.32858399,59.95,"Good"
-1186419.78325389,1788369.77320328,39.57,"Poor"
-1226075.50377515,1902368.61563613,58.57,"Good"
-1323902.28321384,1731770.36971117,36.12,"Poor"
-1295059.43376804,2176335.02593114,59.18,"Good"
-1389454.75793763,1950054.43283447,32.53,"Poor"
-1176333.53338387,1664876.60836225,76.08,"Good"
-1232870.13873261,1996909.72782875,44,"Fair"
-1210806.5447716,2076616.75876764,60.02,"Good"
-1397244.31623701,1726076.20407921,34.65,"Poor"
-1276867.37180312,1964967.44402967,0,"Poor"
-1395478.13835667,1832289.48942424,26.98,"Poor"
-1204919.81689719,1768868.45579581,45.8,"Fair"
-1540926.42355892,1702450.92618588,12.72,"Poor"
-1211669.36537652,1846996.24124498,23.38,"Poor"
-1203404.74873404,1659644.08049783,77.27,"Good"
-1180577.18728167,1944339.96719201,67.92,"Good"
-1395007.86405303,1695661.94979773,39.15,"Poor"
-1271977.65695689,1803352.83299708,39.87,"Poor"
-1389713.14631377,1801786.86329556,30.93,"Poor"
-1151684.33637827,1822309.59227175,78.13,"Good"
-1210139.16259508,1832798.06676048,53.37,"Fair"
-1208067.45850022,1888775.66411408,59.38,"Good"
-1463099.16642335,2225484.4818337,45.18,"Fair"
-1103865.71567357,2018685.40961724,54.55,"Fair"
-1397998.14902272,1840675.71449576,31.85,"Poor"
-1307306.14639017,2121155.81919797,29.6,"Poor"
-1340400.22724016,1755451.88279066,46.07,"Fair"
-1162072.62525708,1806584.53504639,17.97,"Poor"
-1134958.49643232,2049018.41560913,26.23,"Poor"
-1258978.15841234,2155107.96017405,38.15,"Poor"
-1426697.98543943,1714553.41565969,29.42,"Poor"
-1266616.58822377,1986250.40317296,35.53,"Poor"
-1240702.12032484,2081520.08173978,12.18,"Poor"
1459496.59153775,1779606.86216733,39.4,"Fair"
1435145.61707483,1808543.66254795,65.43,"Good"
1547892.35418506,1687011.54232047,17.1,"Poor"
1422454.89406038,1647569.8365343,8.48,"Poor"
1365139.64457551,1715366.40596934,68.03,"Good"
1486461.5643653,1755802.80147046,69.6,"Good"
1563402.38083562,1778675.36405725,21.23,"Poor"
1447563.11193772,1734681.75067416,65.97,"Good"
1582725.8573517,1838991.33699592,45.15,"Good"
1487324.33277218,1669764.51184392,37.97,"Fair"
1339094.36023892,1693686.54690596,52.28,"Good"
1551764.37883445,1854901.18684197,25.47,"Poor"
1506682.52011722,1660242.70148209,22.58,"Poor"
1348993.42139312,1616202.1438341,43.37,"Fair"
