"x","y","mmi","mmi_class"
1132525.95723653,1661150.9490675,30.15,"Poor"
1127489.15987107,1781074.78678611,11.65,"Poor"
1036229.49064909,1796438.21715015,38.67,"Fair"
768503.579781918,1614251.54608521,4.8,"Poor"
969222.825586858,1812481.2242061,13.3,"Poor"
707035.917736142,1657558.57385846,55.53,"Good"
579059.379841906,1518541.34485511,42.45,"Fair"
592759.344624084,1527801.4755904,63.7,"Good"
505632.043534754,889233.541564999,54.53,"Fair"
543128.824251847,859874.388353796,65.95,"Good"
303200.654150343,902508.210598527,62.6,"Good"
462783.484546381,836889.350007226,16.95,"Poor"
364389.881806727,1108005.04861548,18.67,"Poor"
291967.112139101,954929.232415793,12.67,"Poor"
376344.230691615,1087270.19117026,52.88,"Fair"
396543.273193399,950548.897884557,23.27,"Poor"
242951.414798686,1002460.76825627,28.38,"Poor"
207235.290819127,1055293.77549284,0,"Poor"
512804.391031173,772331.317746445,31.4,"Poor"
453058.76526101,1076160.89151565,16.67,"Poor"
325876.719632452,927988.505255574,10.42,"Poor"
346750.739606854,1077991.64468374,20.9,"Poor"
417052.516173699,972892.670202939,35.67,"Poor"
397504.249727596,933123.403560121,9.15,"Poor"
439463.369460651,767940.638693506,4.22,"Poor"
420478.886728182,862979.525635311,19.3,"Poor"
277310.734590163,975436.210035929,35.7,"Poor"
494745.452362493,819264.620799974,23.03,"Poor"
410109.843729012,891720.816072624,21.15,"Poor"
477017.719983945,1039865.35276696,4.35,"Poor"
331613.103239049,923682.955023851,30.12,"Poor"
377433.370549161,912253.047509397,26.03,"Poor"
250169.652564027,1058178.97867906,43.03,"Fair"
476442.365723366,805006.800310001,14.68,"Poor"
442754.586180441,862621.46034564,6.1,"Poor"
374680.113203683,766410.363085199,13.57,"Poor"
265480.297222699,924871.93251302,64.32,"Good"
525656.890663759,789683.62339678,4.68,"Poor"
453954.264448406,836845.09497442,14.68,"Poor"
578057.158291739,780952.032562906,6,"Poor"
394389.457459952,844650.857165056,28.83,"Poor"
369473.788507144,1058381.60765859,8.98,"Poor"
429937.422554757,950798.519053062,2.08,"Poor"
418686.649482295,1056833.62992805,20.18,"Poor"
367580.912523829,1063598.1974888,15.13,"Poor"
434488.123262512,961158.47533266,2.35,"Poor"
401210.590720818,933739.839484109,22.82,"Poor"
414767.716663969,889668.309790144,0,"Poor"
197283.304519882,1035642.84931438,16.18,"Poor"
418828.982243442,900146.910873233,16.67,"Poor"
467975.391965894,1049762.79810299,16.13,"Poor"
516626.978765528,788475.282871047,14.08,"Poor"
588017.224408354,774173.177534781,8.18,"Poor"
499085.449015583,780866.787606136,14.08,"Poor"
425502.777727803,938487.9835979,16.67,"Poor"
419593.263085235,988166.199877307,26.57,"Poor"
430370.3167675,888243.787984951,54.08,"Fair"
480845.979106151,799032.211341478,14.68,"Poor"
311057.670210195,925108.80987846,23.55,"Poor"
448476.054656467,844275.007567509,11.7,"Poor"
580022.477161441,769790.101187442,7.95,"Poor"
533543.852811887,784684.71670394,14.68,"Poor"
585406.153730306,779322.851694047,0,"Poor"
468455.035246563,811047.430898181,0,"Poor"
426903.852387451,872360.360537275,6.43,"Poor"
2006764.91609894,2383327.37715956,33.7,"Poor"
2040503.03526406,2377466.15053803,6.37,"Poor"
1995497.68340855,2450922.64028972,22.78,"Poor"
1925634.89630575,2424674.64818138,51.02,"Fair"
1892279.68846159,2410045.85312873,14.22,"Poor"
2029175.74379995,2364354.29211269,8.73,"Poor"
2009277.26750551,2467709.91885636,6.82,"Poor"
1870617.19114795,2390504.04107085,72.07,"Good"
1845081.75241176,2342126.51120541,10.57,"Poor"
1903164.49235519,2364414.84759697,32.98,"Poor"
1897444.5713957,2426426.98866489,33,"Poor"
1855769.78534497,2383309.71512507,47.2,"Fair"
1900826.93237877,2369037.97440205,37.88,"Poor"
2039527.9240986,2376712.28794668,11.95,"Poor"
2001826.87643191,2453732.48292571,38.48,"Poor"
1893751.74922459,2406476.87128054,21.87,"Poor"
1891498.4767362,2412563.75005074,29.45,"Poor"
2003410.99506392,2460547.116766,15.7,"Poor"
2031568.03656555,2391996.36304876,15.78,"Poor"
1657510.27334466,1881133.40204793,41.87,"Fair"
1624816.83119066,1918765.98313018,34.82,"Poor"
1479979.06656856,1983601.82589378,6.72,"Poor"
1589884.26122643,2005524.08395415,10.12,"Poor"
1730063.24630664,1924901.92735539,9.38,"Poor"
1431935.80487452,1969566.02097627,53.58,"Good"
1585175.4884703,1938059.74869754,32.05,"Fair"
1532228.33684782,1988475.85324445,65.02,"Good"
1616799.70479534,1925823.61147754,64,"Good"
1466254.7305375,1984551.93267561,21.43,"Poor"
1572809.50758563,1948584.75125694,43.8,"Fair"
1609844.98749412,2014322.56780954,49.27,"Good"
1616622.02470905,1896949.37543273,32.15,"Poor"
1486166.08528937,1982649.29659143,59.22,"Good"
1534823.72397864,1994831.85071554,58.77,"Good"
1613696.98382476,1892254.28006362,30.58,"Poor"
1577717.284586,1965776.33356449,33.42,"Fair"
1542466.13505609,1974336.47397018,23.18,"Poor"
1638378.47672713,1977083.2815621,16.12,"Poor"
1735792.8538619,1910142.51141533,6.4,"Poor"
1448829.38964857,1962001.7195643,34.23,"Fair"
1574477.10731882,1949477.62696478,38.98,"Fair"
1581087.14424953,1997372.75437504,49.38,"Good"
1648530.93968015,1899842.74713032,64.07,"Good"
1459164.94883839,1977798.64470518,28.13,"Poor"
1588741.6888928,1966732.78231895,26.15,"Poor"
1628334.30706452,1883301.32341916,52.12,"Fair"
2004856.46950457,2828373.80737403,51.62,"Fair"
2036867.12239562,2978811.01238711,0,"Poor"
2025670.7900889,2544629.98550935,45.43,"Fair"
1995923.61653424,2704310.93084626,71.95,"Good"
2099045.85797081,2741543.38956994,25.52,"Poor"
2154772.56279141,2865397.73587914,59.95,"Good"
1993683.95226744,2795863.53994678,74.15,"Good"
2020457.48680093,2889374.39249093,50.75,"Fair"
2135216.59626489,2946765.21687878,53.98,"Fair"
2030854.98887838,2970282.22166793,90.32,"Good"
2055989.75461082,2731779.87508378,86.22,"Good"
2111788.71990856,2996805.16528789,9.02,"Poor"
2034654.70946262,2976362.15920892,75.1,"Good"
2098507.06492777,2847795.78401748,54.4,"Fair"
2215563.86540159,2750624.29283777,29.57,"Poor"
2031076.84535859,2552940.12930017,41.52,"Fair"
2008339.20421217,2948137.84309678,53.77,"Fair"
2093344.77615738,2774301.06252014,56.35,"Good"
2061782.54377555,2668376.48637613,32.78,"Poor"
2061609.7481678,2677540.89628448,17.83,"Poor"
2044295.65038753,2614988.58897812,41.98,"Fair"
887417.171961183,2210663.36139607,30.55,"Fair"
802071.717960865,2351082.88612925,37.63,"Good"
701642.242217928,2625286.63699648,70.47,"Good"
490129.807636718,2663354.54894148,13.47,"Poor"
1031671.56248421,2315492.04931274,29.35,"Fair"
760213.012161821,2650769.14367475,29.18,"Fair"
794944.74836753,2392049.70992318,37.67,"Good"
963409.528368324,2420293.2754103,28.97,"Fair"
800344.359020501,2189119.79239417,28.15,"Fair"
793951.823151374,2322780.82525773,18.78,"Poor"
507634.650295923,2633538.43641364,38.12,"Good"
668664.908125457,2553702.70556768,47.7,"Good"
928550.217765068,2230391.19922994,23,"Fair"
841432.50604703,2275105.6157536,53.68,"Good"
1058888.19714451,2245663.59327946,1.23,"Poor"
849875.225468217,2205433.75174195,38.02,"Good"
785784.614266174,2157390.61928459,33.3,"Fair"
995749.435530985,2325765.30849352,79.83,"Good"
796354.871629433,2368408.91415958,56.68,"Good"
807208.874909847,2267604.81223839,29.83,"Fair"
968693.548730883,2318837.16117295,39.73,"Fair"
935335.895655971,2427548.27906317,42.43,"Good"
897223.96893371,2255219.13598748,64.45,"Good"
544623.911125831,2609497.72482187,9.43,"Poor"
855906.913242831,2567998.49232686,27.52,"Fair"
926067.456435878,2226958.55319591,52.02,"Good"
939928.287093409,2465429.23566911,44.37,"Good"
797887.054304857,2242717.69659064,12.2,"Poor"
1088956.92821612,2300521.32539696,39.85,"Fair"
890042.063760155,2168968.91222134,30.93,"Fair"
669442.186000175,2508398.96578456,27.87,"Fair"
873698.027904869,2388054.12045204,32.45,"Fair"
805120.886234778,2301592.68989974,33.33,"Fair"
677425.834649327,2594489.24936593,40.25,"Good"
900403.939846831,2280447.79784945,34.93,"Fair"
951058.120985939,2405378.25175065,52.8,"Good"
821025.112058766,2313825.08763864,64.33,"Good"
570842.512785789,2677321.38349049,43.05,"Good"
835389.132185503,2666283.01973354,35.57,"Fair"
980980.311783296,2519603.05241866,47.05,"Good"
1093125.95206099,2294123.07198805,11.22,"Poor"
1032660.74111766,2240967.27529382,19.58,"Poor"
835939.071241935,2225090.78426061,11.53,"Poor"
523178.211106045,2680460.09022075,10.95,"Poor"
843797.100790919,2344931.69690583,44.32,"Good"
875779.59963116,2266128.75236483,25.53,"Fair"
555908.855734845,2665366.8853278,29.6,"Fair"
1058774.1030544,2365604.12497762,14.75,"Poor"
600584.992708084,2655388.60973736,21.32,"Poor"
781736.006536616,2618677.96240982,26.2,"Fair"
244437.286984722,2394311.80515643,22.03,"Poor"
181344.136401396,2566273.41384454,15.85,"Poor"
285641.438497784,2714451.44112438,7.58,"Poor"
-65991.6758844981,2798264.14807658,26.75,"Fair"
238179.834598965,2496473.34817093,10,"Poor"
377371.051743196,2754842.20216038,41.25,"Good"
110439.423605216,2772536.39519457,34.02,"Fair"
261744.618934639,2602723.86400669,67.83,"Good"
170098.381072852,2833648.99124686,43.98,"Good"
76534.5833959682,2303403.77317222,41.68,"Good"
157478.335435579,2461265.81801147,18.82,"Poor"
190318.840501381,2481221.91302643,47.68,"Good"
157107.250555248,2309706.34348044,23.23,"Poor"
243627.63851034,2670341.58244676,45.48,"Good"
121273.77168273,2767426.61584953,44.9,"Good"
194807.282313416,2425939.47176443,10.13,"Poor"
250181.916881012,2512778.59073069,42.92,"Good"
123867.950327708,2856671.54170102,29.57,"Fair"
159177.551538877,2430856.94202365,51.02,"Good"
134290.523722681,2468334.29115293,38.95,"Good"
235951.945258847,2427904.25699412,5.1,"Poor"
155213.784592234,2325496.54025761,58.9,"Good"
168586.978112659,2699863.40310326,23.12,"Fair"
292340.711138959,2344580.12938093,22.92,"Fair"
152953.90751733,2595517.83770939,58.23,"Good"
272756.47364821,2667073.15424246,50.32,"Good"
-15474.6991127576,2695922.37328182,85.33,"Good"
17529.4237454263,2439397.1361471,45.25,"Good"
203821.118704327,2509396.83368508,6.98,"Poor"
163838.792510787,2374015.01538016,23.78,"Fair"
337218.622929295,2759060.46491042,57.3,"Good"
254660.113252189,2468060.13236715,23.17,"Fair"
217321.026634428,2446350.14456758,50,"Good"
374298.462100438,2331151.0470131,35.23,"Fair"
280087.14594639,2366101.50048133,40.75,"Good"
136407.401245406,2595086.37371292,28.57,"Fair"
75454.2045867611,2850765.49027839,33.57,"Fair"
77277.0171477756,2396253.11033427,50.53,"Good"
156339.095653209,2393637.91444215,23.08,"Fair"
189134.589428504,2382085.18199712,11.48,"Poor"
207388.950158018,2822892.14164177,50.15,"Good"
164125.468078378,2832105.15732572,42.43,"Good"
240477.030280077,2361238.44754065,35.87,"Fair"
46647.5019592285,2756035.94077934,44.55,"Good"
394406.098282109,1800946.23266468,40.2,"Fair"
433209.980859552,1649305.54257302,36.73,"Fair"
79528.5178711918,1878827.3862799,38.27,"Fair"
198525.770485181,1652821.83773869,59,"Good"
206135.055476836,1719247.51046852,41.38,"Good"
273498.113673947,1904697.98078596,26.22,"Fair"
479113.363770852,1784885.07754909,26.28,"Fair"
363607.461599363,1892743.20172874,25.8,"Poor"
471868.159865581,1567145.692432,38.68,"Fair"
174931.361771081,1859097.1973743,22.07,"Poor"
363662.879384663,1697768.22250169,57.22,"Good"
451942.489854516,1807206.85452063,28.37,"Fair"
202057.757152584,1529070.88027574,44.65,"Fair"
318044.439812267,1617237.47333167,44.18,"Fair"
475023.657128228,1663377.84077241,38.68,"Fair"
262781.883951523,1744094.43971545,47.55,"Good"
465177.265912111,1709936.28807443,15,"Poor"
198861.377012919,1780504.37092288,17.57,"Poor"
267450.886148244,1901970.07825385,30.62,"Fair"
479914.053237058,1769859.19990536,9.07,"Poor"
348806.393009215,1807039.9981991,16.03,"Poor"
426125.025668386,1576375.85473828,51.13,"Good"
317598.247736397,1727855.81753105,66.73,"Good"
131218.033114472,1570501.31457696,10.02,"Poor"
403712.09814993,1670861.8706699,37.83,"Fair"
296418.713391645,1803722.42833123,15.87,"Poor"
141233.656166128,1787061.27413863,17.75,"Poor"
446728.152330969,1740112.33989103,15.18,"Poor"
582242.733782686,1577271.22792099,17.93,"Poor"
221434.483907321,1807863.77903053,20.68,"Poor"
241496.044685106,1602407.11944937,30.7,"Poor"
374383.693175717,1800774.64105923,2.75,"Poor"
95112.9375892963,1853604.68374644,33.12,"Fair"
381354.382682348,1833365.95646845,43.17,"Good"
156552.711649769,1856162.22355541,1.42,"Poor"
211052.355682004,1639506.99073244,28.57,"Poor"
562840.38665811,1459862.22861291,51.3,"Fair"
585137.833833555,1521988.69545969,57.03,"Good"
569118.380662196,1476901.05023457,41.07,"Fair"
607091.480669027,1562848.32781469,59.98,"Good"
488028.866210382,932755.133021926,72.78,"Good"
605412.09834171,874801.941968713,74.23,"Good"
417067.376458466,919428.500606691,20.98,"Poor"
528168.996124363,1079652.6279529,9.8,"Poor"
685300.000473539,1242151.42401559,50.07,"Fair"
676011.312772477,912433.260798547,6.58,"Poor"
472092.30094439,892819.813865088,47.4,"Fair"
692831.523726193,1108867.57379928,38.1,"Poor"
456984.121466881,1001566.0032892,32.15,"Poor"
684906.984894383,1232264.7657052,26.05,"Poor"
639515.103435268,1069615.20414864,54.63,"Fair"
485380.545710615,1270033.36911114,14.68,"Poor"
598849.54321304,922291.354249283,59.98,"Good"
530956.53454398,1041946.79299436,21.4,"Poor"
688379.64663728,893685.3271236,30.48,"Poor"
540311.165083384,931905.097279033,45.3,"Fair"
558959.890007581,1138805.37353354,62.5,"Good"
552187.021868519,1003471.14697844,57.47,"Good"
474402.793937726,1014068.31429005,14.02,"Poor"
672769.876476061,1035186.7252039,16.3,"Poor"
595554.03984425,988920.015462479,56.78,"Good"
573880.037842101,1075290.35478593,36.47,"Poor"
638740.581989015,913766.802500068,57.37,"Good"
710248.291942029,841968.730008509,24.35,"Poor"
502566.972380019,962941.533132514,42.53,"Fair"
520906.341602757,1096400.09131352,42.88,"Fair"
630998.262595853,965929.555958123,50.15,"Fair"
703637.600003058,870616.365910348,16.67,"Poor"
428314.408954239,931199.728221095,0,"Poor"
452783.299432662,1201672.80685039,16.67,"Poor"
593160.477073773,943341.820860144,57.92,"Good"
549721.136560981,972352.396349021,8.63,"Poor"
450246.107179452,1163097.83096463,0,"Poor"
594926.299564913,901759.596148776,35.93,"Poor"
588823.736736863,863928.260845463,28.13,"Poor"
492627.66859659,1296769.79520907,33.33,"Poor"
502430.709981888,1315788.50807894,30.28,"Poor"
448120.562079049,1184000.71136603,58.47,"Good"
468448.035654819,1248345.33063571,21.95,"Poor"
517912.038851827,1329768.03295296,33.33,"Poor"
453156.96968896,1211894.01268471,28.85,"Poor"
449533.183456471,1126902.77331745,29.72,"Poor"
-1132728.66058167,2748842.43416673,53.93,"Good"
-1021432.30002753,2531663.65677981,80.9,"Good"
-1111446.24059141,2809094.17378513,87.25,"Good"
-1350310.16139334,2671105.60166846,59,"Good"
-836966.672697079,2928388.64300853,45.73,"Fair"
-1415804.79639083,2771551.01439436,49.33,"Fair"
-1060405.21014499,2661652.11385891,51.98,"Fair"
-1250042.67592714,2799890.93971884,45.38,"Fair"
-712499.030681522,2838552.21074821,42.98,"Fair"
-961121.746542814,2610033.24277531,27.77,"Poor"
-1184704.87216706,2774158.80380239,70.6,"Good"
-1453981.9886038,2838194.74689217,77.28,"Good"
-1330229.26796992,2942639.20024786,60,"Good"
-1010160.97306553,2880061.15837664,58.05,"Good"
-1493822.52955016,2936504.45374861,60.72,"Good"
-1423409.77311995,2816059.86635206,65.73,"Good"
-1088275.45474751,2619410.12935862,69.15,"Good"
-1346099.7794412,2914700.50459232,12.83,"Poor"
-629834.468012603,2814434.10870852,71.37,"Good"
-917892.364552145,2677498.53500217,81.68,"Good"
-1121401.45160903,2661374.3485622,95.88,"Good"
-1171529.43472568,2809253.70151504,70.7,"Good"
-755846.836267834,2635818.79582222,72.72,"Good"
-864830.879406286,2869063.66009807,28.1,"Poor"
-1331711.95048441,2562485.0979283,26.92,"Poor"
-1253861.84644969,2952659.86358625,17.35,"Poor"
-1404318.21799065,2899083.40848581,67.3,"Good"
-1102942.24704172,2691188.97554751,81.72,"Good"
-687657.40023159,2685631.04130221,76.83,"Good"
-1338636.41060286,2894414.26353013,32.23,"Poor"
-1156081.59493118,2810900.091835,39.2,"Poor"
-919115.042982499,2550999.9176314,49.83,"Fair"
-926746.240132159,2728768.70401553,43.68,"Fair"
-1036780.91699247,2904689.3729445,34.1,"Poor"
-807695.805633513,2613587.52707411,69.03,"Good"
-1035500.41959585,2584782.74987666,80,"Good"
-1252319.54597291,2611225.52920343,69.93,"Good"
-1267442.65684336,3002221.48264549,66.08,"Good"
-701264.416918021,2893362.51796384,41.73,"Poor"
-1301363.29867069,2690546.78333526,50.52,"Good"
-1168744.05877852,2715875.060481,49.78,"Fair"
-803289.014266137,2927920.00171316,49.48,"Fair"
-1256118.3384505,2846386.2134774,87.43,"Good"
-1204818.49835232,2896408.89940776,33,"Poor"
-909543.800624139,2505036.03226543,95.48,"Good"
-864898.050824362,2847022.63141467,26.35,"Poor"
-1203828.92407067,2645616.326868,64.28,"Good"
-998954.169730816,2825162.55618867,67.38,"Good"
-1028340.78650199,2555763.68612717,68.98,"Good"
-1167724.41227044,2775133.10181343,74.47,"Good"
-723869.231783914,2486594.61648308,35.73,"Poor"
-1188685.79159614,2506229.79269772,34.2,"Poor"
-995824.040623181,2908970.95380999,57.98,"Good"
-1239957.28223041,2855314.54348125,86.8,"Good"
-1077329.56512515,2754125.64254306,39.92,"Poor"
-962599.359936843,2707757.32054731,64.57,"Good"
-1138607.20160428,2644588.99674007,74.22,"Good"
-1056615.51547434,2555287.48642507,77.17,"Good"
-1122934.6545455,2679702.01850037,88.48,"Good"
-1013359.88343756,2870425.35807346,53.63,"Fair"
-917654.848232431,2502364.96281013,29.52,"Poor"
1287591.32513872,1549617.05598512,53.02,"Good"
1240631.91852186,1541097.00196768,51.13,"Good"
1182284.58237645,1485525.86816653,40.97,"Fair"
1110188.38015215,1401525.23974289,62,"Good"
1633229.27451644,1527215.62321844,7.33,"Poor"
1393249.69472545,1539776.65028878,23.67,"Poor"
1274746.31085822,1494641.5206501,35.82,"Fair"
1379908.42109974,1456474.20182452,3.95,"Poor"
1399083.28821225,1446289.41450398,22.33,"Poor"
1617989.02632376,1649300.57516587,0,"Poor"
1542263.60392437,1511698.29969304,64.83,"Good"
1631664.86786552,1435405.19171897,13.13,"Poor"
1334241.99434266,1568604.17757827,41.37,"Fair"
1471439.39524044,1627583.44424502,40.45,"Fair"
1080267.94711161,1401731.95460605,30.4,"Poor"
1638644.46910583,1536534.88254992,49.3,"Fair"
1385889.26755123,1552336.78871311,17.38,"Poor"
1705718.34637696,1629018.3594943,40.88,"Fair"
1550113.02558921,1458903.31752541,12.52,"Poor"
1369636.54744867,1481551.11034672,17.53,"Poor"
1543997.89619686,1486529.43870743,27.23,"Poor"
1606707.58511752,1423511.20416803,39.62,"Poor"
1307359.65570877,1480593.61375924,47.55,"Good"
1549216.93858982,1574392.33466593,18.48,"Poor"
1122404.67152085,1439988.64809538,39.5,"Fair"
1640679.15397133,1592534.52913675,46.73,"Fair"
1698695.7402811,1532752.4603252,23.38,"Poor"
1514155.18012376,1528707.30004283,9.15,"Poor"
1680589.05917005,1660635.50573611,23.33,"Poor"
1292153.45266132,1599927.31004061,49.3,"Good"
1591790.14364013,1552506.90884113,7.85,"Poor"
1384713.45042457,1456333.6058454,1.97,"Poor"
1555678.65877336,1415756.37001198,19.53,"Poor"
1241177.10219458,1516232.67438053,54.5,"Good"
1392929.62217177,1550970.93145561,9.83,"Poor"
1190444.05394741,1504244.83249138,36.05,"Fair"
1358339.72801294,1493778.44420309,7.85,"Poor"
1525391.86363144,1570674.4909165,13.53,"Poor"
1581234.25448781,1612776.93408792,44.9,"Fair"
1459637.87364579,1559648.32972369,10.28,"Poor"
1467825.94216803,1566130.43412936,25.17,"Poor"
1679052.66159853,1560275.44283866,40.27,"Poor"
-375620.42208002,2609709.84166591,55.63,"Fair"
-581319.411117014,2640591.48706007,34.2,"Poor"
-369748.904711045,2794725.52904635,24.75,"Poor"
-66510.3676518719,2718833.84288296,46.52,"Good"
-440542.11186974,2635490.08662006,79.02,"Good"
-576858.87283089,2680557.8790338,43.42,"Fair"
-153896.070956635,2881233.14645399,36.73,"Fair"
-470655.502883946,2716719.09216986,31.88,"Poor"
-117275.631878763,2799698.96868264,48.02,"Good"
-435281.567710406,2573155.87191485,29.03,"Poor"
-480274.206002386,2625653.95067347,33.57,"Poor"
-525977.200806866,2685678.54968832,50.97,"Fair"
-151891.923128341,2863719.75704746,42.37,"Good"
-441800.003286942,2709496.31114417,68.32,"Good"
-508951.109730784,2727573.87623889,24.57,"Poor"
-107252.604773524,2570547.49360307,31.68,"Fair"
-475057.219898857,2697614.3320709,29.77,"Poor"
-460222.115150715,2700064.03147591,45.02,"Fair"
-127552.326710234,2798678.42736994,71.23,"Good"
-425192.197918591,2593749.49787917,51.3,"Fair"
-578494.553208338,2626098.32625184,39.82,"Poor"
-101512.995887447,2723936.27207794,24.78,"Poor"
-391203.801874375,2656034.39723624,57.85,"Good"
-588341.751661359,2800051.24880645,36.47,"Poor"
-91508.3068553494,2641927.0105905,24.75,"Poor"
-341669.56428924,2624142.40153587,34.87,"Poor"
-389573.962569524,2683296.94561339,43.67,"Fair"
-552173.622254297,2572925.07154589,39.12,"Poor"
-107588.364471911,2827333.08346793,38.07,"Fair"
-470560.206825138,2577959.79326639,41.2,"Poor"
-410231.330292509,2717852.6453122,46.62,"Fair"
-88174.94886111,2791904.9550402,4.17,"Poor"
-396229.720953499,2653656.08138967,75,"Good"
-577580.170980886,2733138.76524073,26.68,"Poor"
-613742.628569368,2583448.4836881,71.4,"Good"
-168185.737680589,2556435.33340901,16.53,"Poor"
-363632.805088955,2648731.95532548,19.2,"Poor"
-486574.290947929,2656732.7559841,51.23,"Fair"
-393748.453983216,2709422.95098347,38.88,"Poor"
-448481.126225344,2606526.2857144,54.93,"Fair"
-531785.084626428,2761323.53129038,34.67,"Poor"
-427176.291072864,2711769.72425309,64.98,"Good"
-64251.1558283106,2695653.25401291,12.1,"Poor"
-420424.936748512,2651191.94622747,33.55,"Poor"
-576208.285491966,2682355.96887116,53.27,"Fair"
-599704.389455523,2640163.78980841,47.08,"Fair"
-388231.455525684,2597851.30263459,58.92,"Good"
-600171.049254285,2785834.9483075,61.17,"Good"
-73151.7922052682,2635708.07542873,32.37,"Fair"
-506073.693493754,2703966.22487294,44.6,"Fair"
-506679.791443745,2836701.42230313,27.12,"Poor"
-78810.5860214047,2704033.88807288,35.07,"Fair"
-435154.044484782,2633006.74085542,60.77,"Good"
-557369.234436547,2574310.94454593,42.18,"Poor"
-60299.3505910532,2649169.31074415,0.95,"Poor"
-442362.937028155,2691895.7421889,24.02,"Poor"
-466199.09497009,2713397.42231206,57.83,"Good"
-433102.660149004,2704230.42490172,23.98,"Poor"
-564670.112948843,2580084.08991128,3.4,"Poor"
-475051.875849824,2620037.72477097,27.03,"Poor"
-373591.434463097,2712169.92610855,50.55,"Fair"
-628458.074922125,2206004.54955176,37.53,"Good"
-265485.568233537,1958255.74986876,14.25,"Poor"
-49315.2456961433,2020118.96931545,22.08,"Poor"
-147056.05259762,1968539.33125028,16.67,"Poor"
-433827.903458026,2027037.83730749,47.6,"Good"
-370425.804151227,2209551.84554211,43.03,"Fair"
-571562.531756268,2182188.67346328,38.18,"Good"
-312024.030844292,1920549.64864701,79.22,"Good"
-203968.922600079,1979171.96645695,51.25,"Good"
-45666.7340522991,2016146.77848576,31.72,"Fair"
-632172.182560558,2052728.66999345,16.45,"Poor"
-175464.617566799,2192484.59344505,66.75,"Good"
-424226.149042073,2133338.30951674,33.6,"Fair"
-179370.512761598,1929033.35767713,29.52,"Fair"
-279720.109930998,2221972.68373055,44.83,"Fair"
-173274.867870947,2047429.72391105,19.9,"Poor"
-628776.704615671,2184886.31870047,9.6,"Poor"
-383593.217824126,1966220.23026621,33.23,"Fair"
-97123.8991271103,1965053.1382897,16.67,"Poor"
-363444.605998519,1921573.1954792,12.58,"Poor"
-228658.172837044,1978122.56494146,15.03,"Poor"
-28987.8444947025,2055376.49933399,17.47,"Poor"
-152711.45644527,2178351.58596755,41.4,"Good"
-11916.1074400551,2104134.40678682,45.43,"Good"
-555669.815766828,2079180.08965154,66.45,"Good"
-364121.3340821,2219920.90571369,63.43,"Good"
-172402.469870904,2003592.55492448,27.3,"Fair"
-254466.239533036,1964532.85637631,42.57,"Good"
-95992.4904130531,2044307.3123058,34.15,"Fair"
-490674.813164093,2206479.59079777,40.7,"Good"
-244293.694382498,1963913.82219063,12.43,"Poor"
-258161.969056826,2013798.55622443,17.65,"Poor"
-138569.737986882,2075560.76799236,16.67,"Poor"
-129492.960393854,1915328.91748184,5.58,"Poor"
-147749.917927831,2046243.87301544,44.87,"Good"
-328916.340024516,2207042.02844373,37.3,"Poor"
-104222.132222337,2009765.79500359,20.15,"Poor"
-50657.9436466551,1988207.41486724,19.15,"Poor"
-104915.321428107,1895738.74029539,47.45,"Good"
-228694.307490872,2219002.03038685,41.3,"Poor"
-76.2168279220283,1996332.9712379,7.03,"Poor"
-102067.698418741,2010030.22148975,18.63,"Poor"
-445475.599637603,1919180.12805591,15.45,"Poor"
-142010.804479895,1946780.7367647,9.1,"Poor"
-473009.418563383,1949368.76474653,37.37,"Good"
-426784.945014682,2210781.53765031,34.23,"Fair"
1928355.09937394,2457611.82892424,63.78,"Good"
1907567.04134462,2542778.50186361,68.88,"Good"
1994467.13941947,2524194.2003533,64.08,"Good"
1887160.19529158,2600504.43433971,30.07,"Poor"
1888419.25125235,2465507.37200012,3.58,"Poor"
1887565.56309322,2557175.84435954,8.75,"Poor"
1957429.9653122,2497756.56993012,8.13,"Poor"
1884986.18380501,2497251.70430827,17.35,"Poor"
1940758.87573917,2521022.26774399,14.68,"Poor"
1886188.62512343,2439739.17809475,2.73,"Poor"
1882691.8747033,2505782.75913435,76.2,"Good"
1947907.05761812,2502512.66601426,28.62,"Poor"
1909251.33377194,2678798.94217393,36.88,"Poor"
1965067.0210536,2572027.04914132,24.97,"Poor"
1985190.35297479,2499572.60546194,42.03,"Fair"
1946645.02100476,2633393.22101978,72.08,"Good"
1806626.13887795,2112240.80721343,37.85,"Poor"
1739351.55135214,2170857.17237035,19.23,"Poor"
1814492.19130751,2214218.16827628,21.1,"Poor"
1744367.50122194,2224495.54632778,60.27,"Good"
1793889.35672727,2148105.47565297,21.15,"Poor"
1806465.08048874,2197429.75728511,5.8,"Poor"
1743675.79503983,2221779.43665354,33.68,"Fair"
1759426.00670134,2120494.97418902,42.2,"Fair"
1814191.63575587,2193532.70164578,11.78,"Poor"
1745987.82609446,2130509.82682763,48.08,"Good"
1748151.94537768,2206760.56833537,16.05,"Poor"
1770823.69758701,2142492.0619166,49.08,"Good"
1804928.25260584,2218110.15496196,11.25,"Poor"
1790299.54559901,2160579.73566407,8.73,"Poor"
1789749.32677313,2193572.47230286,0,"Poor"
-945837.629361545,1488325.1615977,48.57,"Fair"
-928850.423883262,1557050.30961616,27.97,"Poor"
-819157.294771328,1527387.13774292,36.95,"Fair"
-770428.647710902,1450252.14951009,37.18,"Good"
-973463.28997092,1353927.73439536,44.5,"Fair"
